survey_id,text_value.What do you like least about our school?
657,"Indian Land Middle School is a great place to work! The challenges that I encounter are fixable.  Currently, the 8th grade guidance counselor and 8th grade administrator do not have an office desks.  While this may seem minimal; we are having difficulty storing confidential paperwork and maintaining a sense of organization without the appropriate desk space we had previously.  The majority of my papers are still stored away due to having to relocate to a different office.  We love what we do, and will go to great measures to make sure everything runs smoothly; however, not having the proper office essentials has proven to be quite a challenge.  "
658,
659,Communication lacks between administration and teachers.
660,
661,
662,
663,The interest in my students by administration.
664,Large class size
665,Short class time
666,
667,
668,
669,
670,The volume of parents bringing snacks and other unnecessary items to students.
671,"The working conditions - hallways are dirty, there is never enough toilet paper or paper towels in the faculty restrooms, the stairwells are constantly dusty. Teachers are not told that they are appreciated by main administrator. "
672,Lack of parent interest and participation in the learning process.
673,Cafeteria layout
674,
675,"There needs to be more of a team approach, share best practices. I also believe every 2 years teachers should have an opportunity to teach different level of students. I believe this will decrease the number of teachers burnout.  "
676,The HVAC system needs to be better or replaced.
677,I dont there there is any moral for the staff. I don't feel like the leaders try to get the employees to do things together or to bring us together as a group.l do not feel like there is any support from the leaders of this school. I don't like that all staff is not treated the same. Different rules for different folks. I wish that there was more parent support.  I don't like that it doesn't always feel like a safe environment. Some doors are left unlocked during the day.
678,The amount of non-instructional responsibilities is ridiculous. Time could much better be used for educating our students as opposed to satisfying the politics of the job.
679,More activities that include the student body.  
680,N/a
681,
682,Some of our teachers have large classes which makes it more difficult for teachers to give as much individual interaction.  
683,
684,"My statement is not to reflect on the school/district because I'm not sure either one has any control over the cafeteria criteria. LHS cafeteria staff is awesome and our new manager, Shirley does her very best! However;  I feel many of our students do not eat healthy foods at home due to having to raise  themselves. Many of our students do not eat but maybe one meal a day that is wholesome and that meal is eaten at school. There should not be restrictions on the amount of cafeteria food. I understand it is not good for our students to eat a huge tray of French fries, etc., but our students need to eat. How can we resolve this? "
685,Our leadership
686,The lack of school pride
687,
688,
689,lack of accountability as professionals
690,"It is so big, sometimes communication gets lost."
691,Dealing with the main building.
692,air conditioning systems-too much dust.  Keeps me having a cold/cough through a good bit of the school year.  
693,"Over booking of events and not being told about it, not having access to sound booth when needed, how the entire school revolves around sports, lack of space for after school activites"
694,Discipline could be stronger
695,the school is too open to the public
696,N/A
697,Intimidating administration
698,Assistants are not trained well enough based on the students they work with
699,The physical building
700,moody administrator
701,doors in the career center that don't lock
702,The lack of collaborative reflection as we attempt to move forward.
703,"don't  get to see everyone, too bog"
704,
705,Lack of school pride.
706,
707,Have not figure out how to help our most needful students
708,
709,There are some parents/guardian not helping enough to support the children's learning. 
710,
711,"lack of instructional leadership

inconsistency"
712,The lack of administration classroom observation.
713,"Nothing is consistent, the students are allowed to do things that are not consistent with the rules but depending on which day it is they may get away with it."
714,There is too much time between classes. Students end up roaming the halls. 
715,Discipline is not utilized to improve the soft skills or SCANS skills necessary to achieve success in employment after High School.
716,There is very little discipline if any at all for students. It is turning into a free for all because the students know they will face very little or no consequences for their actions. 
717,I would like to see more parental involvement.
718,
719,"

"
720,N/A
721,
722,the parents are not allowed to come sit in on classes anytime and the food isnt good being served to students also so i think the counseling should serve the students more and make them all more aware of whats going on the campus as well as off school campus. they are not providing as much information to students like they should some students dont even know them or even if they have one
723,"All instructional specialists have their own agendas with no regard for what we need to teach.  Also, testing, field trips, and other distractions take away from aily instruction."
724,no commentl
725,
726,Facilities or lack thereof
727,"Scheduling too much at intergral times:  ie.  Map testing, grades due, and other duties on the same day....."
728,Students who disrespect staff members on a consistent basis
729,
730,The parking
731,"I dislike all the meetings and rhetoric that we as teachers must attend to better teach our children.  I understand that the school's scores are not that great on the report card but I feel like I'm being punished because of it.  If my planning period wasn't taken once or twice a week, I feel like I would be better prepared for my classes and be able to monitor and adjust my curriculum more if I could just be given the time."
732,Only been here for a short time.
733,
734,
735,Having to keep up with attendance interventions.
736,
737,Lack of community involvement and stressful working environment.
738,At our school there are still areas that are not locked and allow the entrance of anyone to enter.
739,"how overwhelming teachers feel having duties, meetings, sessions! leaving limited time to invest in the quality of instruction"
740,
741,"I do not feel that teachers have a voice in my school. The principal is very autocratic, and he does not seem to value the ideas and opinions of teachers."
742,High School and Career Center should not be joined.
743,
744,there is nothing that I don't like
745,The physical layout of the campus. 
746,that students are allowed to have cell phones
747,The amount of training we receive on various tasks or things we need to do.
748,
749,
750,I think we have a great school.
751,
752,Parental involvement at conferences. 
753,There is nothing I do not like about LHS.
754,That discipline is not consistent.
755,Some class sizes are very large.
756,"The start time, High school should start before other schools."
757,"school lunch for teachers are too expensive, needs to be reduced to $2.00, 

Teachers need keys to get into building during school hours.  if door is LOCKED, have to wait until you see another student or teacher to get into building."
758,
759,
760,
761,
762,
763,"Not much involvement with administrators - only when necessary! Building is old and not in good condition in places.  Dried gum splats everywhere, stair tiles are falling off, and building looks old."
764,
765,
766,short 9th grade classes which sometimes prevent the adequate closure of the daily lesson
767,That we rely on an outdated intercom system for communication. The main building office staff cannot contact individual rooms located at the Career Center or Rice Buildings. Career Center teachers are unable to contact anyone in either building for assistance without the use of a telephone. The Business Ed. and Social Studies teachers must use personal cell devices or go to the nearest workroom to call in an emergency situation.
768,
769,crowded halls
770,Students not able to take advantage of the opportunities at the Career Center. With access to the entire county why are entry level career programs only have 6 to 8 student in each section?
771,"The fact that student cell phone use has increased despite strict rules, and the noisy hallways."
772,
773,Inconsistencies between staff and administration.  
774,
775,
776,Community involvement 
777,the food served the students complain every year and its a waste of food being served also i other school in other districts take trips from elementary up and our kids do not  
778,What I like least about my school.....Parking!  Not enough parking.  We could use some more room so we can have Science lab.
779,There is room for improvement in our school regarding referring students for special education and/or related services (Response to Intervention). 
780,checkout system in the front office
781,
782,"Specific areas of the school are not in good shape and need immediate attention.  Doors are old and get stuck, bathroom stalls are rusted out and broken, floors have sunken and there are roaches, even after spraying..."
783,Everyone should be treated the same. There should not be favorites who can get by with little things when others cannot.
784,"Communication could be clearer and not be driven down through so many channels.  I feel that by the time information reaches me, it has been filtered 3-4 times and may not be accurate."
785,
786,
787,So much stuff and paperwork and everything is REQUIRED NOW and there's not much appreciation for the job I do.
788,Teachers are overwhelmed by the amount of work that is required of them.  Our workload carries over after school hours and into weekends.  
789,
790,"What I like least about our school is the few faculty who aren't embracing the change our new administrators are making. While change can be difficult, it is inevitable and necessary. Hopefully, they will soon understand this, buy into it, or transfer elsewhere. Our faculty needs to be completely united, positive, and work cohesively if we want to be effective."
791,A feeling of miscommunication between administration and teachers after students have been sent to the office.
792,Class size needs to be smaller
793,The lack of discipline by the students and their commitment to there education. 
794,
795,Our leadership.  The lack of consistency is a characteristic that I like least about our school leadership.  From students to teachers there are major discrepancies in fairness displayed by administrators.  The only thing consistent is the inconsistency among administrators. 
796,The accumulation of additional forms of paperwork and administrative upkeep that can at times bog down the teaching experience.
797,
798,
799,
800,The work that takes away from teaching and our ability to work together to help our students learn.
801,administration and duties other than teaching
802,
803,
804,
805,
806,limited budget
807,
808,
809,The hostile work environment that it has become in the last year or so.
810,The lack of parent involvement.
811,Seems to be to big sometimes.
812,Students dress code 
813,
814,"Buildings are a bit old, stairwells dirty and tile cracked, gum splotches on the ground everywhere - not a pretty place to come every day! Classrooms never get mopped with water, only cleaned with a dry mop and dirt and crud build up."
815,It is frustrating when communication is stagnant.  Sharing between school and district levels and within the school level procedures and concerns would improve upon the transparency that we can offer and better serve our students and their families.
816,The staff is not very diverse therefore the students are not as comfortable with the staff as they could be
817,"The growing amount of administrative and bureaucratic paperwork, forms and assessments that at times conflict with and take away from the teaching and learning process."
818,
819,Spirit. I think we could do better making the students feel like LHS is a family and something to take pride in.
820,Too much throw at you at one time. And not enough work days though out the year.
821,
822,"What I like least about our school is that there are still employees, from the previous administration, who haven't truly bought-in to CES's new philosophy. They are negative and holding us back from fully positively impacting our success in reforming the school."
823,
824,
825,Some mornings I have to come in and clean my own room bc it is not cleaned properly.
826, Our parking situation is very cumbersome . 
827,Ear;ly school start time.
828,There is a lack of cohesion between teachers between one grade level to the next.
829,
830,N/A
831,"Trying to provide the best educational environment for our students, we are an ACTIVE school.   I feel our priorities sometimes get lost in our multitude of activities."
832,
833,
834,I wish our class sizes could be smaller. 
835,"location. traffic problems. also lots of foot traffic thru our campus usually headed towards walmart.

"
836,"Morale is low among teachers because so many of the resources we have had in the past have been taken away this year.  However, we are expected to take on everything alone.  "
837,I do not like that we have too much expected at the beginning of the year for our foundational grade levels.
838,Class size
839,Our teachers are not given enough time to plan and collaborate during the school year!
840,Too many deadlines for paperwork conflict and I don't like the short marking periods.
841,
842,
843,
844,"School morale is becoming low. Teachers are feeling tired and over worked. We do not have enough time to plan, but are expected to differentiate all instruction throughout the day. This takes a long time to plan."
845,
846,n/a
847,Communication is lacking. Often things are forgotten or not communicated well after spoken about.
848,
849,Not enough time for planning with teams during the school day...
850,Funds from fund raisers do not get shared with all of the teachers. 
851,
852,
853,
854,
855,I feel like I do not have time to plan sometimes due to meeting after meeting.
856,nothing
857,I do not like how people within the district talk about others so much.
858,
859,
860,
861,The teachers and other staff are held to a different standard than others in the building. 
862,
863,
864,The congestion at the bathrooms and in the hallway!
865,"I don't like that our parents are not that involved in our school.  You have you normal handful that come and help with the usual, but I feel like we could open our building up for parents more and get them involved in many different ways."
866,
867,
868,The morale is low.
869,N/A
870,
871,Lack of communication on a daily basis.
872,
873,I would like to have fewer students in my classroom so I can respond better to their needs.
874,"The inconsistency with how behavior is handled. Also,the expectations are different for certain students. "
875,
876,Over crowding in classrooms
877,"discipline issues

Students who get in trouble the most get rewarded for doing what everyone else is suppose to do and does on a daily basis"
878,
879,"our principal is rude and disrespectful to employees, and does this in front of an audience including parents, and/or other staff members.   There are some employees who are allowed/and approved to use sick days for vacation or non sick days.  Some staff members are NOT allowed to take a lunch and must eat lunch while working.  some staff members(who attend field trips with their own children as a volunteer chaperone) are allowed to use time away from work as school business when the trip is for personal and not school business.  Employees who have school owned cell phones use those for business as well as personal reasons including social media, etc.....  while others are expected to use personal cell phones for work related things.  All staff members are not treated equally and with respect. 





















"
880,
881,Nothing.
882,Communication issues between admin and teachers
883,Class size
884,
885,Lack of communication.
886,
887,
888,"Too many ""fun"" days. "
889,"The shortage of student restrooms. Many minutes each day are wasted by students waiting  in long lines to use the restrooms, which add up to hours each school year which could be instructional time."
890,"The lack of communication between administrators, content coaches, and faculty.  It causes so much distress and makes us all feel like no one is on the same page...ever."
891,The hallway bathrooms and the hallway in general can get very crowded!
892,Making sure each child gets what they need is difficult but this applies to any school.
893,
894,
895,
896,The need for more modern updating.
897,I guess that we aren't one-to one with technology yet.  
898,I wish we had more classrooms for more students.  
899,paper work
900,First year teachers do not have the support of other teachers on grade level to guide and support them.
901,We do not have some structural facilities I think would benefit our students.  
902,
903,"limited resources; inadequate facility for physical education, lunch room, school-wide meetings, etc."
904,The size and logistics take away from instructional time
905,We have inexperience at the top and the administrators are not knowledgeable about curriculum. They rely on strong teachers to guide curriculum instead. 
906,
907,The large class sizes
908,There is not enough training provided for professional development. 
909,Class size.
910,We don't have enough room.
911,n/a
912,The speed at which it grows can put stress on systemic pieces. 
913,"Size, numbers, over crowding"
914,The lack of storage space in the classrooms.
915,I wish it were much larger to accomodate the growth that will continue to happen even though the new elementary school is being built.  I dont see how a school so far away will really help with our overcrowding at the border.
916,Class size (27 students)
917,The lacking of space due to the growth of the school.
918,
919,We have large class sizes and tiny classrooms :)
920,"Over populated, too many students in classrooms!!!"
921,The class size (29 in my Kindergarten class) can be challenging...
922,We are overcrowded. 
923,over crowded
924,Amount of students and staff.  It is the size of a high school.  I think a smaller staff and student body would be beneficial for smaller children. Also 30 children is too many in a kinder or first grade room.
925,starting so early
926,Overcrowded. 
927,N/A
928,N/A
929,volume of students and need for mobiles on our 3 year open
930,
931,
932,I do not like the unprofessionalism of our administration. I also do not like that teachers are not supported when parents complain about minute things. 
933,lack of conversations about strategies to reach struggling students
934,
935,
936,N/A
937,
938,"My class size. Our school is so large that I don't feel like we can adequately teach our students and give them the attention they need. I do understand that this problem won't last forever, it just makes things a little more challenging right now."
939,
940,"I didn't have any math manipulitives when I came into my classroom, so I had to purchase those."
941,
942,I don't have anything I like the least.
943,Lack of accountability and administration presence in the classroom. 
944,Over crowded
945,
946,
947,
948,
949,"Not enough teacher support,

"
950,
951,Nothing
952,"Too many students, overcrowded"
953,We have a high number of teachers within a grade level and a student-heavy student:teacher ratio within our classrooms
954,"That the annex is not attached to he rest of the school. Our first graders are sitting duck for anyone to come in and harm or hurt them!

  "
955,We are in need of an extended school day for more instruction.
956,I wish that we could have a full time dance teacher to instruct students weekly. Many Columbia and Charleston schools have this already in place. 
957,It would be nice to have smaller classes and more assistance for lower grades. 
958,
959,
960,
961,
962,"One issue with my school is the behavior management system. Across the board, students get away with a lot as well as the parents. Depending on who the student is and their parent, children are treated differently when it comes to behavior issues. Punishment varies greatly just depending on the students. Two students could do the same thing but because of who they are or who their parent is, one will get in severe trouble while the other gets a pat on the back. Parents have the last say so when it comes to instruction/homework. Many parents will go straight to the principal and the principal will side with the parent and throw the teacher under the bus. The principal will also discuss issues (personal or not) she is having with other coworkers in front of other coworkers. I find this very unprofessional. When parents complain to the principal, she will back the parent and say one thing and then will blame the teacher. "
963,Nothing
964,
965,
966,Student Discipline -  There are too many chances to make the right choices and it's the same kids day after day doing the same thing! 
967,
968,
969,There's not enough hours in the day to do everything we would like to do. We would like to do more project based learning during the day. We are getting there but we're not quite there yet.
970,
971,Car rider dismissal. 
972,
973,
974,
975,Not to open to new ideas 
976,
977,Recovery process for students
978,
979,Nothing.
980,"Not all teachers are held to the same standards. 

"
981,
982,
983,4X4 schedule. Closed-mindedness of students and parents.  Lack of parental support of rules and procedures.
984,
985,
986,sometimes some things seem to go unpunished 
987,
988,We coddle students too much.
989,Departments  don't have planning together and there is not enough time to collaborate with other teachers.  Assumptions are made by administration and some don't bother to get the whole story from the teacher before decisions are made.  Investigating what happens through the students and not believing the teacher about classroom discipline issues.
990,
991,All the things I have to do that seem to have nothing to do with teaching and preparing for my students. 
992,"We don't hold students accountable for failure but tend to blame the teacher for the lack of success, which is not preparing students for the real world and/or college.  "
993,
994,
995,The cafeteria being in the middle of the school 
996,
997,No Diversity in Staff.
998,"I don't think we are consistent across the board in our implementation of school policies.  (i.e. dress code, cell phone, drinks, food, etc.)"
999,
1000,
1001,Administration
1002,
1003,
1004,
1005,
1006,Nothing.
1007,I don't have confidence my boss would have my back.
1008,"There are safety issues with the annex. I think there are also some other safety issues, based on the age of the building."
1009,
1010,Nothing
1011,
1012,not enough support
1013,??????
1014,"I personally could use a little more hand holding, and help"
1015,Limited Space
1016,not one thing.
1017,
1018,I dislike the fact that we do not have one-to-one computing.
1019,
1020,Leadership 
1021,
1022,
1023,dress code enforcement
1024,
1025,Many do not wish to change teaching styles
1026,Mrs. SSSSS needs help with testing.  It is not fair that she has to do her job as Vice-principal and you have two guidance staff that get paid for that job and aren't doing it.  Not Fair to Mrs SSSSS.
1027,n/a 
1028,Lack of parent involvement academically.
1029,The lack of space
1030,Classroom size
1031,
1032,That the district gives a lot of busy work and hoops to jump through. 
1033,Nothing.
1034,
1035,
1036,"I wish we had more community businesses/resources which would provide opportunities for collaboration, job shadowing, etc. for our students to gain real world experiences.   "
1037,
1038,
1039,Some times I feel like we need more focused leadership 
1040,"I do not like that we often need resources that are unavailable due to funding, such as extra copies, books for students, and pencils/paper."
1041,facilities
1042,Some teachers do all of the work.
1043,
1044,Nothing
1045,We need additional space but District has plans in place to help with this.
1046,"While I believe that professional development is important for teachers to further their skills and continue learning, it can be taken too far and cause the teacher to be out of the classroom and away from students for an unacceptable amount of time."
1047,
1048,
1049,Complete communication will all when it involves our students 
1050,
1051,
1052,We do not have enough technology resources and internet speed for the amount of students we have.  
1053,
1054,
1055,Block scheduling.  Student apathy.
1056,The facilities could use some remodeling.  We also have a lack of technonlogical resources such as graphing calculators for the math classroom.
1057,"Honestly, there is nothing I can write here.  I love this school.  I have worked at a few high schools in South Carolina, but the staff here is dedicated to student learning and they all care about the students.  It is a great high school."
1058,The increase security.   
1059,"All of the latest ""trends in education.""  However, this is more of a profession problem, not a school/district problem."
1060,"It isn't the schools decision as they are doing as they have been directed, but the changing of the times that we have access to the building.  Other than this issue, I don't have anything else I dislike about this school."
1061,
1062,Gossip
1063,I honestly can't think of anything for this category.
1064,
1065,
1066,??????
1067,Don't have anything
1068,Little guidance on district level decisions.  
1069,The amount of absenteeism.
1070,
1071,Apathy among some of our students and their parents is very frustrating at times.
1072,I think the attendance and punctuality of our students is the biggest problem we have.  Students cannot learn if they are not in school.  We offer too many chances for them to recover the time that they miss instead of encouraging them to be at school everyday.  
1073,
1074,Not enough classroom space or storage.  
1075,"High Schools in South Carolina do not teach students how to live in the world. They are more concerned with them going to college, when statistics show that less than 30% will actually earn a bachelor's degree. We need to teach them a trade that they can take with them."
1076,
1077,Lack of support from administration and some staff members. Some division of staff and unwillingness to work as a team.
1078,"I do not like the lack of support from administration. When a problem arises, it is often difficult to get in touch with an administrator."
1079,
1080,
1081,"riding the buses everyday takes a lot of our time from planning when we could be using that times to get a lot of things done and not use the time when we should be off work.   it's nothing wrong with it, but working and not getting paid because we are on the bus after 3-pm   "
1082,
1083,
1084,
1085,very crowded
1086,Overtime hours and no pay. Early head start works 9-10 hours a day.  No comp time given or pay.
1087,
1088,
1089,"hot in working environment area not trusted with a entrance key only

"
1090,
1091,Not helping the students enough to have strategies to reach those high expectations
1092,
1093,
1094,"I wish that if students were sent out of the classroom for being a distraction in class, that they were not sent back to the classroom for the remainder of the class.  If they were sent out, then the reason should be enough for them to stay out."
1095,Not all teachers take on extra curricular activities that they don't get paid for.... Only a few teachers carry a lot of extra curricular weight
1096,
1097,Nothing comes to mind.
1098,
1099,
1100,Not always included in district functions
1101,Large class sizes
1102,No auditorium on campus
1103,I love coming to work each day! Maybe the cost of school lunch for personnel. 
1104,
1105,
1106,
1107,The relationships with parents and staff.
1108,
1109,
1110,lots of testing and assessing takes up instructional time; 
1111,
1112,
1113,I wish I had a window in my room! 
1114,
1115,None
1116,Inconsistency.
1117,The struggling students in my classroom get no additional support from other staff members in the building 
1118,"Nothing, I love my staff and the children."
1119,The community views us as a lower-performing or less-successful school when they have no idea the differences we make in children's lives.
1120,
1121,Parent involvement is sometimes an issues. 
1122,
1123,
1124,
1125,
1126,
1127,I am unable to think of anything that I do not like about our school.
1128,
1129,
1130,
1131,The least things that I like about my school is having the sufficient materials to make my students more successful. The building is older and some things need to be rennovated.
1132,
1133,I like everything about ZZZZZ. I have been here for many years and I wouldn't want to go anywhere else.
1134,None
1135,I wish my students' parents were more involved. 
1136,I like everything about my school.
1137,I like everything about my school.
1138,nothing
1139,n/a
1140,Everyone knows everyone.  Community issues quickly become school issues due to the small town atmosphere.
1141,
1142,"In some cases, the rules are too conservative.  I understand that our students are young adults but sometimes I feel we treat them like children.  They need to be able to have the opportunities to make responsible decisions rather than just be told what to do at every turn of their day. "
1143,
1144,Nothing but when it comes to some of the support staff through the district office that is a different story.
1145,
1146,
1147,traffic flow
1148,
1149,
1150,Nothing!
1151,N/A
1152,paperwork
1153,n/a
1154,
1155,Carpet in the gym.
1156,Nothing except my drive from Rock Hill! 
1157,Schedules
1158,N/A
1159,The thin walls.
1160,The minimal amount of funding for upgrades and new technology.
1161,gymnasium could be bigger and color of the paint on the walls
1162,nothing
1163,N/A
1164,It is very far from where I live :(
1165,
1166,Needs updating.
1167,
1168,"The lack of computers, laptops or ipads for use. "
1169,"Our school is great, so I can't say what I like least."
1170,"The large class sizes (not in my own class most of the time, but in many academic courses) and difficulty in scheduling because of the small number of staff.  I feel that increasing the number of courses taught would both improve scheduling options for students/teachers and allow for better student-to-teacher ratios in the classroom."
1171,"I do not feel that we have enough technology for all of our students. We definitely need a new ""look"" to our school with updated equipment."
1172,Need more space
1173,Not being able to use breezeways. 
1174,nothing
1175,Safety
1176,The lack of follow through when dealing with some discipline issues.
1177,
1178, Ethnicity Break down among teachers
1179,
1180,inconsistency with discipline
1181,"All students are treated the same, and all teachers/staff are not treated the same."
1182,"The age of our building and how we have to improvise a lot of times to bring it up to date.  Another issue is the access areas of our building, it is hard to maintain locked doors with their age and make up  Our doors need to be a priority to improve the safe environment."
1183,Class sizes
1184,cafeteria meals
1185,parking
1186,Traffic
1187,I wish there were some more opportunities available to our students in the way of the vocational track. 
1188,
1189,
1190,
1191,Number of classes. Wish we could expand to multiple classes per grade level.
1192,
1193,"The location limits room for growth.  Also, the EAGLE program and Discovery School could benefit from a lunchroom."
1194,Nothing 
1195,"There are more than just a few teachers who don't pull their weight, don't have grades in on time, and don't provide student feedback."
1196,"Student attendance issues-recovery is not working( morning recovery especially-students on phones, talking, etc.); inconsistency of teachers-Most are great, but some don't keep up website, some don't post grades like needed, some still allow phones; a few unprofessional subs-wearing jeans, too familiar with students, letting students on phones"
1197,"Only having one main phone line, in some cases it is difficult to make a phone call outside of the school"
1198,Disconnect between academic teachers/classes and CATE teachers/classes
1199,
1200,I wish ALL teachers embraced rigor within the classrooms.
1201,n/a
1202,That all teachers don't have input in changes that take place throughout the school.
1203,
1204,Our school is definitely not one with cutting-edge technology. We often lack funds for major resource acquisitions in lab activities. 
1205,
1206,
1207,A lot of teachers are doing the minimum. 
1208,The bleachers are a safety hazard. Having to pull them in/out daily is dangerous and hard as a female. 
1209,"We don't have enough resources in technology, computers, graphing calculators, etc, to issue to every student."
1210,The apathy of a select few students 
1211,
1212,"The caliber of our classes could be more intense. 

Our parent involvement within the academic areas is very weak. 

We suffer from an inconsistent split administration. Not all administrators are supportive of school policies, teachers, nor consistent with discipline.

Our staff is not all equally held to the same standard. Teachers are not teaching with rigor throughout the school. What teachers are expected to do in their classrooms is not upheld. Administration does not follow through to see that expectations are met. 

 "
1213,
1214,"technology availability, security system (it's new and working out issues, but hinders instructional time and safety as well - teachers do not have full access as needed for facilities with building access and time limits, which takes away from our ability to plan and implement quality instructional time.)"
1215,I am saddened by the increasing number of parents who aren't an active member/stakeholder in the academic and social growth of their children during the school year.
1216,
1217,"Because BHS is a small school, our staff must be involved in every event, activity, etc. which can become overwhelming."
1218,"micromanagement, low morale, lack of communication"
1219,
1220,n/a
1221,
1222,
1223,"Our RTI process is very slow (even for speech), holding back children does not happen, and currently we have no resource teacher. All these things hurt our students and their success. "
1224,More support is needed with reluctant learners and disruptive students.
1225,
1226,Not enough textbooks for my students 
1227,
1228,
1229,Need more time to get to know our parents and community members
1230, Way too many demands on the individual teacher!  They are constantly introducing new  demands and not replacing  or alleviating older demands.
1231,
1232,Recovery seat hours;  home-bound instruction program
1233,No diversity!
1234,Lack of funding for PE program
1235,
1236,This is a very poor school. We do not have the resources needed to do our job. This school should be supported more from the district because we do not have an active PTA. 
1237,It feels as if parents are given free reign and we as teachers are not always supported in that area.
1238,that all students that need services aren't getting them 
1239,Our students behavior is difficult to teach at times in our classroom.  Students at our school live in or have had difficult situations in their lives and I feel like we do not have the resources to expertise to help these students.  These students need more support than a classroom teacher can give to them for them to be successful in the classroom.  
1240,We need more support staff to provide for the needs of our school.
1241,
1242,
1243,
1244,
1245,The way food is wasted during lunch by the students.
1246,Some people seem to get away with things more than others do.
1247,
1248,
1249,Initiative is not valued.  Even the smallest things must have administrator approval.  
1250,
1251,"The follow through of things promised.  I am still waiting for my smart board to be installed.  It is in my building, but still not put up in my room.  I asked for an extra student computer, which came this week.  I was so thrilled, however, it does not work."
1252,I would love to see more parent involvement.
1253,structure
1254,
1255,
1256,Not enough parent involvement.
1257,renovation caferteria needed  hot working enviroment
1258,I wish we had more computers in our classrooms and more books for our students. 
1259,
1260,There are not many things for k-2 to participate in during or after school to get them involved. 
1261,
1262,I would like to see more partnerships with parents. 
1263,
1264,There is a struggle with getting a handle on some of our behavior problems.
1265,
1266,
1267,Having to eat with the students.
1268,Parent involvement and attendance of events. 
1269,
1270,Little parent involvement 
1271,"I wish we had more to offer our students. There are other schools that use chromebooks and ipads, as well as other forms of technology. It would be nice if we had the same access to technology here. Also, the building here is rather old and I think it would be a good idea to at least have the restrooms updated. "
1272,No printers in the classrooms
1273,
1274,Our scores do not reflect how hard teacher work.
1275,The schedule
1276,There is a large portion of our school's population whose parent(s) do not participate in or support us.  
1277,I least like how the demands of working in a low ses school often means teachers spend much time completing paperwork that often takes time away from them improving instruction.
1278,Nothing
1279,
1280,That some seem that they are not willing to help each other . The staff
1281,N/A 
1282,"That some assistant think that they don't have to go out of their comfort zone, to do other things."
1283,Not enough emphasis on arts and other disciplines... too much interest in sports at times... not enough emphasis on academics...
1284,Needs to be updated. The school is over 40 years old.
1285,
1286,N/A
1287,
1288,I fee we are still have room to improve on collaborating with each other with other grade levels. Also hearing our suggestions presented to administration and not just tell us how it should be done.
1289,The lack of discipline enforced
1290,
1291,"Not ALL of our teachers are giving their best!!! This is very sad for me to see.  When you are this far into school and we are still giving worksheets and not moving them forward....very sad.  Administrators have not taken notice of this, or when the come in the teacher gives baloney to them."
1292,parents complaining in the morning about the traffic mess out front
1293,The size (too many children for a new school)
1294,car rider line
1295,The use of data to direct instruction and/or the lack thereof...Not enough opportunities to learn how to decipher and use the data that is given.  
1296,
1297,The lack of knowledge on how to use data to drive instruction.  
1298,We don't have a realistic way to offer inclusion for our special education students.
1299,Crowded
1300,The 'extra' stuff.
1301,N/A
1302,N/A
1303,"I'd like more training for programs that are required/and or implemented in our grade level. Example Lucy Caulkins Writer's Workshop, Handwriting Without Tears, My Math, etc."
1304,Parents have too much pull with decision making.
1305,n/a
1306,
1307,none
1308,lack of parental involvement; 
1309,"Paperwork

Excessive testing

"
1310,
1311,the lack of communication between teachers and admin
1312,So many extra responsibilities that sometimes it's hard to really focus on great teaching strategies 
1313,
1314,not having duty free lunch.
1315,
1316,I wish there was more professional development to give us new ideas to use within our discipline.  I think communication could be more open between administration and teachers.
1317,
1318,
1319,
1320,
1321,n/a
1322,Bending over backwards for parents
1323,N/A
1324,
1325,lack of adequate parental involvement
1326,"I wish we had more funding for technology in classrooms, one on one aides with students, and we desperately need another exploratory position.  I think it is an outrage that we do not offer these students a language.  EVERY SCHOOL SHOULD OFFER A LANGUAGE!!!!  PLEASE PROVIDE FUNDING FOR OUR STUDENTS TO HAVE ACCESS TO A FOREIGN LANGUAGE.  RESEARCH SHOWS THIS SUPPORTS LITERACY GROWTH OVERALL.  DON'T IGNORE RUCKER!!!!!!!!!!  "
1327,
1328,There isn't enough time to adequately plan for students and lessons.
1329,
1330,Discipline is not consistent.  
1331,
1332,"Too many meetings. I don't feel like I have time in the afternoon to do what I need to-instead, I am taking a lot of it home to work on."
1333,Being Micromanaged
1334,
1335,
1336,
1337,We have a struggling population and it's hard to see growth at times.
1338,Letting others learn other positions
1339,"The inconsistency of discipline can be concerning, but I know that there are situations that we do not always know the details about the decision of the administrators.  "
1340,Mystique. Seems to have that wrong side of the tracks aura about it among the community. 
1341,There is not always follow through or review of data as a school/team.
1342,
1343,"I wish that we could get better teachers for certain positions.  We have had a VERY HIGH TURNOVER RATE for the SAME FOUR POSITIONS the last 3 years.  WE DESPERATELY NEED GOOD TEACHERS AT THIS SCHOOL!!!  It seems it is either one or the other, AWESOME teachers, or sub-par teachers.  "
1344,Excessive testing of students.
1345,lack of parental involvement on regular basis for students experiencing academic/behavioral challenges
1346,It can become very difficult working with families who are not supportive of their child's education and encourage bad behavior.  
1347,Lack of enforcement of certain discipline policies.
1348,
1349,"Too many projects, fundraisers, extra things to keep up with that distract from actual teaching and learning."
1350,N/A
1351,
1352,"Students are written up repeatedly and nothing ever seems to happen.

I have spoken with administration about a coworker that spoke to me inappropriately in front of the students during a class and nothing happened about that."
1353,
1354,"Lack of respect from the students (8th) grade.  There are times the admin lets the students slide when a teacher writes a student up, even if the offense has happened more than once.  "
1355,tests
